plasmids	segments
ERR1305896_RNODE_8_length_39891_cov_13.00000	1027
ERR1305896_RNODE_8_length_39891_cov_13.00000	3794
ERR1305897_RNODE_11_length_2233_cov_7.24320	19143
ERR1305897_RNODE_11_length_2233_cov_7.24320	15210
ERR1305897_RNODE_11_length_2233_cov_7.24320	13311
ERR1305897_RNODE_17_length_2252_cov_9.00400	14018
ERR1305897_RNODE_17_length_2252_cov_9.00400	19118
ERR1305897_RNODE_18_length_7728_cov_21.01130	7210
ERR1305897_RNODE_18_length_7728_cov_21.01130	18135
ERR1305897_RNODE_18_length_7728_cov_21.01130	20072
ERR1305897_RNODE_18_length_7728_cov_21.01130	17847
ERR1305897_RNODE_18_length_7728_cov_21.01130	7922
ERR1305897_RNODE_18_length_7728_cov_21.01130	18258
ERR1305897_RNODE_18_length_7728_cov_21.01130	9746
ERR1305897_RNODE_18_length_7728_cov_21.01130	16286
ERR1305897_RNODE_18_length_7728_cov_21.01130	5388
ERR1305897_RNODE_18_length_7728_cov_21.01130	4730
ERR1305897_RNODE_18_length_7728_cov_21.01130	16547
ERR1305897_RNODE_18_length_7728_cov_21.01130	2219
ERR1305897_RNODE_7_length_2672_cov_29.91880	14155
ERR1305897_RNODE_7_length_2672_cov_29.91880	21075
ERR1305897_RNODE_7_length_2672_cov_29.91880	16228
ERR1305901_RNODE_25_length_18941_cov_62.82720	1653
ERR1305901_RNODE_29_length_1906_cov_7.00370	20283
ERR1305901_RNODE_35_length_41386_cov_28.00000	12524
ERR1305903_RNODE_10_length_75374_cov_22.98830	4740
ERR1305903_RNODE_10_length_75374_cov_22.98830	19104
ERR1305903_RNODE_10_length_75374_cov_22.98830	10308
ERR1305903_RNODE_10_length_75374_cov_22.98830	15950
ERR1305903_RNODE_10_length_75374_cov_22.98830	10150
ERR1305905_RNODE_11_length_5076_cov_35.86210	9807
ERR1305905_RNODE_11_length_5076_cov_35.86210	4510
ERR1305905_RNODE_11_length_5076_cov_35.86210	7471
ERR1305906_RNODE_26_length_5976_cov_70.90750	16494
ERR1305906_RNODE_26_length_5976_cov_70.90750	13346
ERR1305906_RNODE_26_length_5976_cov_70.90750	16973
ERR1305906_RNODE_26_length_5976_cov_70.90750	18305
ERR1305906_RNODE_26_length_5976_cov_70.90750	15480
ERR1305906_RNODE_26_length_5976_cov_70.90750	16745
ERR1305906_RNODE_26_length_5976_cov_70.90750	14041
ERR1305906_RNODE_26_length_5976_cov_70.90750	14507
ERR1305906_RNODE_26_length_5976_cov_70.90750	17236
ERR1305906_RNODE_3_length_3370_cov_58.59470	13550
ERR1305906_RNODE_3_length_3370_cov_58.59470	13534
ERR1305906_RNODE_3_length_3370_cov_58.59470	10640
ERR1305907_RNODE_20_length_6497_cov_9.60120	12095
ERR1305907_RNODE_20_length_6497_cov_9.60120	20545
ERR1305908_RNODE_17_length_4920_cov_7.02200	3719
ERR1305908_RNODE_4_length_2686_cov_4.00150	12497
ERR1305908_RNODE_4_length_2686_cov_4.00150	15304
ERR1305908_RNODE_7_length_2655_cov_18.16500	8310
ERR1305908_RNODE_7_length_2655_cov_18.16500	9073
ERR1305908_RNODE_8_length_9910_cov_211.17860	17971
ERR1620256_RNODE_14_length_1588_cov_6.11710	14427
ERR1620257_RNODE_7_length_44623_cov_76.00170	8442
ERR1620257_RNODE_7_length_44623_cov_76.00170	6675
ERR1620257_RNODE_7_length_44623_cov_76.00170	2434
ERR1620257_RNODE_7_length_44623_cov_76.00170	6966
ERR1620257_RNODE_7_length_44623_cov_76.00170	5604
ERR1620257_RNODE_7_length_44623_cov_76.00170	4070
ERR1620257_RNODE_7_length_44623_cov_76.00170	108
ERR1620257_RNODE_7_length_44623_cov_76.00170	7122
ERR1620257_RNODE_7_length_44623_cov_76.00170	7245
ERR1620257_RNODE_7_length_44623_cov_76.00170	5413
ERR1620257_RNODE_7_length_44623_cov_76.00170	153
ERR1620257_RNODE_7_length_44623_cov_76.00170	10325
ERR1620257_RNODE_7_length_44623_cov_76.00170	10320
ERR1620257_RNODE_7_length_44623_cov_76.00170	13688
ERR1620257_RNODE_7_length_44623_cov_76.00170	12513
ERR1620267_RNODE_14_length_32119_cov_49.11150	14479
ERR1620267_RNODE_14_length_32119_cov_49.11150	16628
ERR1620267_RNODE_14_length_32119_cov_49.11150	19294
ERR1620268_RNODE_4_length_4167_cov_25.16100	19983
ERR1620268_RNODE_4_length_4167_cov_25.16100	16608
ERR1620268_RNODE_4_length_4167_cov_25.16100	15176
ERR1620269_RNODE_17_length_59111_cov_59.00000	2214
ERR1620269_RNODE_17_length_59111_cov_59.00000	4006
ERR1620269_RNODE_17_length_59111_cov_59.00000	15463
ERR1620269_RNODE_17_length_59111_cov_59.00000	17070
ERR1620270_RNODE_10_length_1841_cov_54.47090	12345
ERR1620270_RNODE_10_length_1841_cov_54.47090	12353
ERR1620270_RNODE_10_length_1841_cov_54.47090	15426
ERR1620270_RNODE_1_length_4686_cov_50.00000	15278
ERR1620270_RNODE_1_length_4686_cov_50.00000	18550
ERR1620270_RNODE_1_length_4686_cov_50.00000	4859
ERR1620270_RNODE_1_length_4686_cov_50.00000	3660
ERR1620270_RNODE_1_length_4686_cov_50.00000	20355
ERR1620270_RNODE_9_length_6544_cov_335.90620	14260
ERR1620270_RNODE_9_length_6544_cov_335.90620	14582
ERR1620270_RNODE_9_length_6544_cov_335.90620	16365
ERR1620270_RNODE_9_length_6544_cov_335.90620	10984
ERR1620270_RNODE_9_length_6544_cov_335.90620	10302
ERR1620270_RNODE_9_length_6544_cov_335.90620	17643
ERR1620270_RNODE_9_length_6544_cov_335.90620	13056
ERR1620272_RNODE_39_length_12968_cov_9.96214	16035
ERR1620272_RNODE_39_length_12968_cov_9.96214	19228
ERR1620272_RNODE_39_length_12968_cov_9.96214	20749
ERR1620277_RNODE_15_length_17222_cov_10.49410	21238
ERR1620282_RNODE_23_length_5297_cov_342.50900	8302
ERR1620282_RNODE_27_length_9354_cov_394.97160	2981
ERR1620282_RNODE_27_length_9354_cov_394.97160	11806
ERR1620282_RNODE_5_length_3196_cov_19.95930	11200
ERR1620282_RNODE_5_length_3196_cov_19.95930	20674
ERR1620282_RNODE_8_length_2405_cov_30.50100	16571
ERR1620282_RNODE_8_length_2405_cov_30.50100	18267
ERR1620284_RNODE_12_length_10323_cov_34.75640	16215
ERR1620285_RNODE_5_length_10044_cov_11.00000	16215
ERR1620286_RNODE_10_length_89145_cov_4885.00000	17643
ERR1620286_RNODE_10_length_89145_cov_4885.00000	16365
ERR1620286_RNODE_10_length_89145_cov_4885.00000	15236
ERR1620286_RNODE_10_length_89145_cov_4885.00000	14260
ERR1620289_RNODE_10_length_24516_cov_421.87750	16047
ERR1620289_RNODE_10_length_24516_cov_421.87750	14208
ERR1620289_RNODE_10_length_24516_cov_421.87750	19076
ERR1620289_RNODE_10_length_24516_cov_421.87750	19984
ERR1620289_RNODE_10_length_24516_cov_421.87750	14220
ERR1620289_RNODE_10_length_24516_cov_421.87750	11325
ERR1620289_RNODE_10_length_24516_cov_421.87750	634
ERR1620289_RNODE_10_length_24516_cov_421.87750	18389
ERR1620289_RNODE_10_length_24516_cov_421.87750	21163
ERR1620289_RNODE_10_length_24516_cov_421.87750	18374
ERR1620289_RNODE_10_length_24516_cov_421.87750	17069
ERR1620289_RNODE_10_length_24516_cov_421.87750	6198
ERR1620289_RNODE_10_length_24516_cov_421.87750	12816
ERR1620289_RNODE_10_length_24516_cov_421.87750	8758
ERR1620289_RNODE_10_length_24516_cov_421.87750	16702
ERR1620289_RNODE_10_length_24516_cov_421.87750	11426
ERR1620289_RNODE_10_length_24516_cov_421.87750	16004
ERR1620289_RNODE_10_length_24516_cov_421.87750	20397
ERR1620289_RNODE_10_length_24516_cov_421.87750	16774
ERR1620289_RNODE_10_length_24516_cov_421.87750	15221
ERR1620289_RNODE_10_length_24516_cov_421.87750	21219
ERR1620289_RNODE_10_length_24516_cov_421.87750	12718
ERR1620289_RNODE_5_length_3538_cov_24.86430	14133
ERR1620289_RNODE_5_length_3538_cov_24.86430	11939
ERR1620297_RNODE_10_length_8531_cov_11.57780	20053
ERR1620297_RNODE_10_length_8531_cov_11.57780	6282
ERR1620297_RNODE_10_length_8531_cov_11.57780	5057
ERR1620297_RNODE_10_length_8531_cov_11.57780	15361
ERR1620302_RNODE_12_length_1032_cov_4.00390	20865
ERR1620302_RNODE_12_length_1032_cov_4.00390	20832
ERR1620302_RNODE_13_length_9752_cov_395.97250	18599
ERR1620302_RNODE_13_length_9752_cov_395.97250	2755
ERR1620302_RNODE_13_length_9752_cov_395.97250	5165
ERR1620302_RNODE_13_length_9752_cov_395.97250	9871
ERR1620302_RNODE_13_length_9752_cov_395.97250	8321
ERR1620302_RNODE_13_length_9752_cov_395.97250	7150
ERR1620302_RNODE_13_length_9752_cov_395.97250	12005
ERR1620302_RNODE_9_length_2101_cov_5.00240	10711
ERR1620302_RNODE_9_length_2101_cov_5.00240	17969
ERR1620302_RNODE_9_length_2101_cov_5.00240	19650
ERR1620302_RNODE_9_length_2101_cov_5.00240	18586
ERR1620302_RNODE_9_length_2101_cov_5.00240	10718
ERR1620302_RNODE_9_length_2101_cov_5.00240	14325
ERR1620308_RNODE_6_length_9816_cov_111.38060	12468
ERR1620308_RNODE_6_length_9816_cov_111.38060	16401
ERR1620308_RNODE_6_length_9816_cov_111.38060	2318
ERR1620308_RNODE_6_length_9816_cov_111.38060	18627
ERR1620308_RNODE_6_length_9816_cov_111.38060	18014
ERR1620308_RNODE_6_length_9816_cov_111.38060	7670
ERR1620308_RNODE_6_length_9816_cov_111.38060	16780
ERR1620308_RNODE_6_length_9816_cov_111.38060	4275
ERR1620308_RNODE_6_length_9816_cov_111.38060	16575
ERR1620308_RNODE_6_length_9816_cov_111.38060	19042
ERR1620308_RNODE_6_length_9816_cov_111.38060	16056
ERR1620308_RNODE_6_length_9816_cov_111.38060	8305
ERR1620308_RNODE_6_length_9816_cov_111.38060	19404
ERR1620308_RNODE_6_length_9816_cov_111.38060	16274
ERR1620308_RNODE_6_length_9816_cov_111.38060	17844
ERR1620308_RNODE_6_length_9816_cov_111.38060	14996
ERR1620308_RNODE_6_length_9816_cov_111.38060	3896
ERR1620308_RNODE_6_length_9816_cov_111.38060	2252
ERR1620308_RNODE_6_length_9816_cov_111.38060	1408
ERR1620308_RNODE_6_length_9816_cov_111.38060	9016
ERR1620308_RNODE_6_length_9816_cov_111.38060	19119
ERR1620308_RNODE_6_length_9816_cov_111.38060	18436
ERR1620308_RNODE_6_length_9816_cov_111.38060	5054
ERR1620308_RNODE_6_length_9816_cov_111.38060	10128
ERR1620308_RNODE_6_length_9816_cov_111.38060	13414
ERR1620308_RNODE_6_length_9816_cov_111.38060	3278
ERR1620308_RNODE_6_length_9816_cov_111.38060	6234
ERR1620308_RNODE_6_length_9816_cov_111.38060	20151
ERR1620308_RNODE_6_length_9816_cov_111.38060	9947
ERR1620308_RNODE_6_length_9816_cov_111.38060	11229
ERR1620308_RNODE_6_length_9816_cov_111.38060	2724
ERR1620308_RNODE_6_length_9816_cov_111.38060	3565
ERR1620308_RNODE_6_length_9816_cov_111.38060	5974
ERR1620308_RNODE_6_length_9816_cov_111.38060	7198
ERR1620308_RNODE_6_length_9816_cov_111.38060	6664
ERR1620308_RNODE_6_length_9816_cov_111.38060	19152
ERR1620308_RNODE_6_length_9816_cov_111.38060	14268
ERR1620308_RNODE_6_length_9816_cov_111.38060	4346
ERR1620308_RNODE_6_length_9816_cov_111.38060	11642
ERR1620309_RNODE_14_length_12412_cov_11.98230	16004
ERR1620309_RNODE_14_length_12412_cov_11.98230	19532
ERR1620309_RNODE_14_length_12412_cov_11.98230	19669
ERR1620309_RNODE_14_length_12412_cov_11.98230	18075
ERR1620309_RNODE_14_length_12412_cov_11.98230	11426
ERR1620309_RNODE_14_length_12412_cov_11.98230	16774
ERR1620309_RNODE_14_length_12412_cov_11.98230	12718
ERR1620309_RNODE_14_length_12412_cov_11.98230	13624
ERR1620309_RNODE_14_length_12412_cov_11.98230	7199
ERR1620309_RNODE_14_length_12412_cov_11.98230	12496
ERR1620309_RNODE_14_length_12412_cov_11.98230	12376
ERR1620309_RNODE_14_length_12412_cov_11.98230	2435
ERR1620309_RNODE_14_length_12412_cov_11.98230	15221
ERR1620309_RNODE_14_length_12412_cov_11.98230	11325
ERR1620309_RNODE_14_length_12412_cov_11.98230	14220
ERR1620309_RNODE_14_length_12412_cov_11.98230	13910
ERR1620309_RNODE_14_length_12412_cov_11.98230	18374
ERR1620309_RNODE_14_length_12412_cov_11.98230	10551
ERR1620310_RNODE_11_length_1289_cov_8.00620	17471
ERR1620314_RNODE_22_length_63765_cov_16.99000	1903
ERR1620314_RNODE_22_length_63765_cov_16.99000	7604
ERR1620314_RNODE_22_length_63765_cov_16.99000	13557
ERR1620314_RNODE_22_length_63765_cov_16.99000	15084
ERR1620314_RNODE_22_length_63765_cov_16.99000	2672
ERR1620314_RNODE_22_length_63765_cov_16.99000	4621
ERR1620314_RNODE_22_length_63765_cov_16.99000	8303
ERR1620314_RNODE_22_length_63765_cov_16.99000	12413
ERR1620314_RNODE_22_length_63765_cov_16.99000	11548
ERR1620314_RNODE_22_length_63765_cov_16.99000	960
ERR1620314_RNODE_22_length_63765_cov_16.99000	576
ERR1620314_RNODE_22_length_63765_cov_16.99000	17458
ERR1620314_RNODE_22_length_63765_cov_16.99000	7310
ERR1620315_RNODE_18_length_2946_cov_14.71720	11117
ERR1620315_RNODE_18_length_2946_cov_14.71720	16664
ERR1620317_RNODE_8_length_3260_cov_61.00000	20698
ERR1620317_RNODE_8_length_3260_cov_61.00000	15276
ERR1620317_RNODE_8_length_3260_cov_61.00000	19058
ERR1620317_RNODE_8_length_3260_cov_61.00000	8350
ERR1620317_RNODE_8_length_3260_cov_61.00000	9922
ERR1620317_RNODE_8_length_3260_cov_61.00000	10454
ERR1620317_RNODE_8_length_3260_cov_61.00000	11769
ERR1620317_RNODE_8_length_3260_cov_61.00000	19682
ERR1620317_RNODE_8_length_3260_cov_61.00000	17468
ERR1620317_RNODE_8_length_3260_cov_61.00000	20259
ERR1620318_RNODE_17_length_4077_cov_12.65170	7042
ERR1620318_RNODE_17_length_4077_cov_12.65170	5663
ERR1620320_RNODE_13_length_3648_cov_151.58500	8606
ERR1620322_RNODE_16_length_5354_cov_7.59990	5488
ERR1620322_RNODE_16_length_5354_cov_7.59990	14683
ERR1620322_RNODE_16_length_5354_cov_7.59990	20122
ERR1620326_RNODE_13_length_7430_cov_7.97910	1645
ERR1620326_RNODE_13_length_7430_cov_7.97910	19293
ERR1620326_RNODE_13_length_7430_cov_7.97910	14311
ERR1620326_RNODE_13_length_7430_cov_7.97910	1928
ERR1620329_RNODE_1_length_3496_cov_5.88070	20989
ERR1620331_RNODE_34_length_5230_cov_6.65502	10333
ERR1620331_RNODE_34_length_5230_cov_6.65502	6335
ERR1620331_RNODE_34_length_5230_cov_6.65502	20479
ERR1620331_RNODE_34_length_5230_cov_6.65502	3380
ERR1620331_RNODE_34_length_5230_cov_6.65502	7602
ERR1620331_RNODE_34_length_5230_cov_6.65502	12166
ERR1620331_RNODE_34_length_5230_cov_6.65502	12875
ERR1620331_RNODE_34_length_5230_cov_6.65502	13648
ERR1620331_RNODE_34_length_5230_cov_6.65502	11460
ERR1620331_RNODE_8_length_104586_cov_48.00000	5374
ERR1620331_RNODE_8_length_104586_cov_48.00000	2616
ERR1620331_RNODE_8_length_104586_cov_48.00000	14067
ERR1620331_RNODE_8_length_104586_cov_48.00000	8435
ERR1620331_RNODE_8_length_104586_cov_48.00000	864
ERR1620331_RNODE_8_length_104586_cov_48.00000	4338
ERR1620331_RNODE_8_length_104586_cov_48.00000	10188
ERR1620331_RNODE_8_length_104586_cov_48.00000	11167
ERR1620331_RNODE_8_length_104586_cov_48.00000	8379
ERR1620331_RNODE_8_length_104586_cov_48.00000	19844
ERR1620331_RNODE_8_length_104586_cov_48.00000	6520
ERR1620331_RNODE_8_length_104586_cov_48.00000	15366
ERR1620331_RNODE_8_length_104586_cov_48.00000	16165
ERR1620331_RNODE_8_length_104586_cov_48.00000	6560
ERR1620331_RNODE_8_length_104586_cov_48.00000	11699
ERR1620331_RNODE_8_length_104586_cov_48.00000	2039
ERR1620331_RNODE_8_length_104586_cov_48.00000	17739
ERR1620331_RNODE_8_length_104586_cov_48.00000	18983
ERR1620331_RNODE_8_length_104586_cov_48.00000	9078
ERR1620331_RNODE_8_length_104586_cov_48.00000	3855
ERR1620331_RNODE_8_length_104586_cov_48.00000	16593
ERR1620331_RNODE_8_length_104586_cov_48.00000	16036
ERR1620332_RNODE_35_length_3553_cov_185.50875	14385
ERR1620332_RNODE_35_length_3553_cov_185.50875	9040
ERR1620332_RNODE_35_length_3553_cov_185.50875	13481
ERR1620332_RNODE_35_length_3553_cov_185.50875	9977
ERR1620332_RNODE_35_length_3553_cov_185.50875	8919
ERR1620332_RNODE_35_length_3553_cov_185.50875	11762
ERR1620332_RNODE_35_length_3553_cov_185.50875	13430
ERR1620332_RNODE_35_length_3553_cov_185.50875	8082
ERR1620332_RNODE_35_length_3553_cov_185.50875	17638
ERR1620332_RNODE_35_length_3553_cov_185.50875	7669
ERR1620332_RNODE_35_length_3553_cov_185.50875	11988
ERR1620354_RNODE_3_length_7737_cov_13.00170	15779
ERR1620354_RNODE_3_length_7737_cov_13.00170	18826
ERR1620354_RNODE_3_length_7737_cov_13.00170	15807
ERR1620354_RNODE_3_length_7737_cov_13.00170	12740
ERR1620354_RNODE_3_length_7737_cov_13.00170	6364
ERR1620354_RNODE_3_length_7737_cov_13.00170	16686
ERR1620354_RNODE_3_length_7737_cov_13.00170	14768
ERR1620354_RNODE_3_length_7737_cov_13.00170	11499
ERR1620354_RNODE_3_length_7737_cov_13.00170	14149
ERR1620354_RNODE_3_length_7737_cov_13.00170	16635
ERR1620354_RNODE_3_length_7737_cov_13.00170	18666
ERR1620354_RNODE_3_length_7737_cov_13.00170	9650
ERR1620354_RNODE_3_length_7737_cov_13.00170	19121
ERR1620354_RNODE_3_length_7737_cov_13.00170	11079
ERR1620354_RNODE_3_length_7737_cov_13.00170	11602
ERR1620354_RNODE_3_length_7737_cov_13.00170	16526
ERR1620354_RNODE_3_length_7737_cov_13.00170	6071
ERR1620354_RNODE_3_length_7737_cov_13.00170	18155
ERR1620354_RNODE_3_length_7737_cov_13.00170	16598
ERR1620354_RNODE_3_length_7737_cov_13.00170	5274
ERR1620354_RNODE_3_length_7737_cov_13.00170	14983
ERR1620354_RNODE_3_length_7737_cov_13.00170	14452
ERR1620354_RNODE_3_length_7737_cov_13.00170	7990
ERR1620354_RNODE_3_length_7737_cov_13.00170	13407
ERR1620354_RNODE_3_length_7737_cov_13.00170	14203
ERR1620354_RNODE_3_length_7737_cov_13.00170	17701
ERR1620354_RNODE_3_length_7737_cov_13.00170	2972
ERR1620354_RNODE_3_length_7737_cov_13.00170	11898
ERR1620354_RNODE_3_length_7737_cov_13.00170	10318
ERR1620354_RNODE_3_length_7737_cov_13.00170	13191
ERR1620354_RNODE_3_length_7737_cov_13.00170	19792
ERR1620354_RNODE_3_length_7737_cov_13.00170	8701
ERR1620364_RNODE_19_length_1326_cov_4.00300	19145
ERR1620364_RNODE_19_length_1326_cov_4.00300	16978
ERR1620364_RNODE_19_length_1326_cov_4.00300	16410
ERR1620364_RNODE_19_length_1326_cov_4.00300	16995
ERR1620364_RNODE_19_length_1326_cov_4.00300	19768
ERR1620364_RNODE_19_length_1326_cov_4.00300	18603
ERR1620366_RNODE_15_length_1638_cov_6.00370	13966
ERR1620366_RNODE_15_length_1638_cov_6.00370	13969
ERR1620366_RNODE_15_length_1638_cov_6.00370	17409
ERR1620366_RNODE_49_length_5423_cov_10.03548	12495
ERR1620366_RNODE_49_length_5423_cov_10.03548	12041
ERR1620366_RNODE_49_length_5423_cov_10.03548	13221
ERR1620366_RNODE_49_length_5423_cov_10.03548	4936
ERR1620366_RNODE_49_length_5423_cov_10.03548	12459
ERR1620366_RNODE_49_length_5423_cov_10.03548	15807
ERR1620366_RNODE_49_length_5423_cov_10.03548	17887
ERR1620366_RNODE_49_length_5423_cov_10.03548	6096
ERR1620366_RNODE_49_length_5423_cov_10.03548	5105
ERR1620366_RNODE_49_length_5423_cov_10.03548	6657
ERR1620366_RNODE_49_length_5423_cov_10.03548	11823
ERR1620366_RNODE_49_length_5423_cov_10.03548	11050
ERR1620366_RNODE_49_length_5423_cov_10.03548	10732
ERR1620366_RNODE_49_length_5423_cov_10.03548	5855
ERR1620366_RNODE_49_length_5423_cov_10.03548	17706
ERR1620366_RNODE_49_length_5423_cov_10.03548	18108
ERR1620366_RNODE_49_length_5423_cov_10.03548	5164
ERR1620366_RNODE_49_length_5423_cov_10.03548	4484
ERR1620366_RNODE_49_length_5423_cov_10.03548	13261
ERR1620366_RNODE_49_length_5423_cov_10.03548	17546
ERR1620366_RNODE_49_length_5423_cov_10.03548	5600
ERR1620366_RNODE_49_length_5423_cov_10.03548	14839
ERR1620366_RNODE_49_length_5423_cov_10.03548	13666
ERR1620366_RNODE_49_length_5423_cov_10.03548	6748
ERR1620366_RNODE_49_length_5423_cov_10.03548	17701
ERR1620366_RNODE_49_length_5423_cov_10.03548	14567
ERR1620366_RNODE_49_length_5423_cov_10.03548	10843
ERR1620366_RNODE_49_length_5423_cov_10.03548	15432
ERR1620366_RNODE_49_length_5423_cov_10.03548	11413
ERR1620366_RNODE_49_length_5423_cov_10.03548	5798
ERR1620366_RNODE_49_length_5423_cov_10.03548	14983
ERR1620366_RNODE_49_length_5423_cov_10.03548	13568
ERR1620366_RNODE_49_length_5423_cov_10.03548	18155
ERR1620366_RNODE_49_length_5423_cov_10.03548	14788
ERR1620366_RNODE_49_length_5423_cov_10.03548	8580
ERR1620366_RNODE_49_length_5423_cov_10.03548	19369
ERR1620366_RNODE_49_length_5423_cov_10.03548	19057
ERR1620366_RNODE_49_length_5423_cov_10.03548	13639
ERR1620366_RNODE_49_length_5423_cov_10.03548	4720
ERR1620366_RNODE_49_length_5423_cov_10.03548	3740
ERR1620366_RNODE_49_length_5423_cov_10.03548	3814
ERR1620366_RNODE_49_length_5423_cov_10.03548	17828
ERR1620366_RNODE_49_length_5423_cov_10.03548	4111
ERR1620366_RNODE_49_length_5423_cov_10.03548	3122
ERR1620366_RNODE_49_length_5423_cov_10.03548	16012
ERR1620366_RNODE_49_length_5423_cov_10.03548	4834
ERR1620366_RNODE_49_length_5423_cov_10.03548	9147
ERR1620366_RNODE_49_length_5423_cov_10.03548	9063
ERR1620366_RNODE_49_length_5423_cov_10.03548	14447
ERR1620366_RNODE_49_length_5423_cov_10.03548	8322
ERR1620366_RNODE_49_length_5423_cov_10.03548	9806
ERR1620373_RNODE_3_length_4986_cov_37.00740	8919
ERR1620373_RNODE_3_length_4986_cov_37.00740	9077
ERR1620373_RNODE_3_length_4986_cov_37.00740	5060
ERR1620373_RNODE_3_length_4986_cov_37.00740	15053
ERR1620373_RNODE_3_length_4986_cov_37.00740	12366
ERR1620373_RNODE_3_length_4986_cov_37.00740	5673
ERR1620373_RNODE_3_length_4986_cov_37.00740	5899
ERR1620373_RNODE_3_length_4986_cov_37.00740	7669
ERR1620373_RNODE_3_length_4986_cov_37.00740	4715
ERR1620373_RNODE_3_length_4986_cov_37.00740	16787
ERR1620373_RNODE_3_length_4986_cov_37.00740	15885
ERR1620373_RNODE_3_length_4986_cov_37.00740	3188
ERR1620373_RNODE_3_length_4986_cov_37.00740	7606
ERR1620373_RNODE_3_length_4986_cov_37.00740	16803
ERR1620373_RNODE_3_length_4986_cov_37.00740	19379
ERR1620373_RNODE_3_length_4986_cov_37.00740	8524
ERR1620373_RNODE_3_length_4986_cov_37.00740	13430
ERR1620373_RNODE_3_length_4986_cov_37.00740	11412
ERR1620373_RNODE_3_length_4986_cov_37.00740	7458
ERR1620373_RNODE_3_length_4986_cov_37.00740	8650
ERR1620373_RNODE_3_length_4986_cov_37.00740	5528
ERR1620373_RNODE_3_length_4986_cov_37.00740	13389
ERR1620373_RNODE_3_length_4986_cov_37.00740	17840
ERR1620373_RNODE_3_length_4986_cov_37.00740	13481
ERR1620373_RNODE_3_length_4986_cov_37.00740	14491
ERR1620373_RNODE_3_length_4986_cov_37.00740	3172
ERR1620373_RNODE_3_length_4986_cov_37.00740	1844
ERR1620373_RNODE_3_length_4986_cov_37.00740	12332
ERR1620373_RNODE_3_length_4986_cov_37.00740	11250
ERR1620373_RNODE_3_length_4986_cov_37.00740	11324
ERR1620373_RNODE_3_length_4986_cov_37.00740	20726
ERR1620373_RNODE_3_length_4986_cov_37.00740	11988
ERR1620373_RNODE_3_length_4986_cov_37.00740	3187
ERR1620373_RNODE_3_length_4986_cov_37.00740	4471
ERR1620373_RNODE_3_length_4986_cov_37.00740	2978
ERR1620373_RNODE_3_length_4986_cov_37.00740	4587
ERR1620373_RNODE_3_length_4986_cov_37.00740	11762
ERR1620373_RNODE_3_length_4986_cov_37.00740	3838
ERR1620373_RNODE_3_length_4986_cov_37.00740	17196
ERR1620373_RNODE_3_length_4986_cov_37.00740	18033
ERR1620376_RNODE_14_length_4883_cov_16.00330	18791
ERR1620376_RNODE_14_length_4883_cov_16.00330	7618
ERR1620376_RNODE_14_length_4883_cov_16.00330	9371
ERR1620376_RNODE_14_length_4883_cov_16.00330	11057
ERR1620376_RNODE_14_length_4883_cov_16.00330	18533
ERR1620376_RNODE_14_length_4883_cov_16.00330	5768
ERR1620376_RNODE_14_length_4883_cov_16.00330	5962
ERR1620376_RNODE_14_length_4883_cov_16.00330	14504
ERR1620376_RNODE_14_length_4883_cov_16.00330	3341
ERR1620376_RNODE_15_length_5165_cov_77.01490	20076
ERR1620376_RNODE_15_length_5165_cov_77.01490	19702
ERR1620376_RNODE_15_length_5165_cov_77.01490	16264
ERR1620376_RNODE_15_length_5165_cov_77.01490	13201
ERR1620376_RNODE_15_length_5165_cov_77.01490	8833
ERR1620376_RNODE_15_length_5165_cov_77.01490	21262
ERR1620376_RNODE_15_length_5165_cov_77.01490	3589
ERR1620376_RNODE_15_length_5165_cov_77.01490	11690
ERR1620376_RNODE_15_length_5165_cov_77.01490	5975
ERR1620376_RNODE_15_length_5165_cov_77.01490	17369
ERR1620376_RNODE_15_length_5165_cov_77.01490	19860
ERR1620376_RNODE_15_length_5165_cov_77.01490	21260
ERR1620376_RNODE_15_length_5165_cov_77.01490	14500
ERR1620376_RNODE_15_length_5165_cov_77.01490	18889
ERR1620376_RNODE_15_length_5165_cov_77.01490	19526
ERR1620376_RNODE_15_length_5165_cov_77.01490	6928
ERR1620376_RNODE_15_length_5165_cov_77.01490	10110
ERR1620376_RNODE_15_length_5165_cov_77.01490	17990
ERR1620376_RNODE_15_length_5165_cov_77.01490	5327
ERR1620376_RNODE_15_length_5165_cov_77.01490	7444
ERR1620376_RNODE_15_length_5165_cov_77.01490	12311
ERR1620376_RNODE_15_length_5165_cov_77.01490	12617
ERR1620376_RNODE_15_length_5165_cov_77.01490	11667
ERR1620376_RNODE_22_length_3770_cov_6.00160	13862
ERR1620376_RNODE_22_length_3770_cov_6.00160	18372
ERR1620376_RNODE_22_length_3770_cov_6.00160	12672
ERR1620376_RNODE_22_length_3770_cov_6.00160	20827
ERR1620376_RNODE_22_length_3770_cov_6.00160	16882
ERR1620376_RNODE_22_length_3770_cov_6.00160	11033
ERR1620376_RNODE_22_length_3770_cov_6.00160	8941
ERR1620376_RNODE_3_length_7238_cov_6.71290	8614
ERR1620377_RNODE_10_length_9026_cov_60.73410	17238
ERR1620377_RNODE_10_length_9026_cov_60.73410	14919
ERR1620377_RNODE_10_length_9026_cov_60.73410	13113
ERR1620377_RNODE_24_length_1623_cov_4.00250	14664
